county_fips,event_id,incidentBeginDate,incidentEndDate,incidentType,declaration_numbers,declaration_count,source_record_count,event_key_method,year
01001,incident:2011042505,2011-04-15 00:00:00+00:00,2011-05-31 00:00:00+00:00,Severe Storm,1971; 3319,2,2,official_incident_id,2011
06045,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06047,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06047,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06047,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06049,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06051,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06051,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06053,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06053,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06053,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06055,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06055,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06055,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06057,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06057,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06059,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06061,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06061,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06063,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06063,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06065,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 3442; 4482; 4524,4,4,official_incident_id,2020
06065,incident:2023081703,2023-08-19 00:00:00+00:00,2023-08-21 00:00:00+00:00,Hurricane; Tropical Storm,4746; 4750,2,2,official_incident_id,2023
06067,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06067,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06067,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06069,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06069,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06069,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06071,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 3442; 3443; 4482; 4523; 4524,6,8,official_incident_id,2020
06071,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06073,incident:2017120802,2017-12-04 00:00:00+00:00,2018-01-31 00:00:00+00:00,Fire,3396; 4353,2,2,official_incident_id,2017
06073,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06073,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06075,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06075,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06075,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06077,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06077,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06077,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06079,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06079,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06079,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06081,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06081,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06081,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06083,incident:2017120802,2017-12-04 00:00:00+00:00,2018-01-31 00:00:00+00:00,Fire,3396; 4353,2,2,official_incident_id,2017
06083,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06083,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06083,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06085,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06085,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06085,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06087,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06087,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06087,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06089,incident:2018072401,2018-07-23 00:00:00+00:00,2018-09-19 00:00:00+00:00,Fire,3398; 4382; 5259,3,3,official_incident_id,2018
06089,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06091,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06091,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06093,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06095,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06095,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06097,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06097,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06097,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06099,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06099,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06099,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06101,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06101,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06103,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06103,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06105,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06105,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06107,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06107,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06107,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06109,incident:2013082401,2013-08-17 00:00:00+00:00,2013-10-24 00:00:00+00:00,Fire,4158; 5049,2,2,official_incident_id,2013
06109,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06109,incident:2023030901,2023-02-21 00:00:00+00:00,2023-07-10 00:00:00+00:00,Flood; Severe Storm,3592; 4699,2,2,official_incident_id,2023
06111,incident:2017120802,2017-12-04 00:00:00+00:00,2018-01-31 00:00:00+00:00,Fire,3396; 4353,2,2,official_incident_id,2017
06111,incident:2018110903,2018-11-08 00:00:00+00:00,2018-11-25 00:00:00+00:00,Fire,3409; 4407,2,2,official_incident_id,2018
06111,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06111,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06113,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
06113,incident:2023010401,2022-12-27 00:00:00+00:00,2023-01-31 00:00:00+00:00,Flood,3591; 4683,2,2,official_incident_id,2022
06115,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3428; 4482,2,2,official_incident_id,2020
08001,incident:2013091201,2013-09-11 00:00:00+00:00,2013-09-30 00:00:00+00:00,Flood,3365; 4145,2,2,official_incident_id,2013
08001,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08003,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08005,incident:2013091201,2013-09-11 00:00:00+00:00,2013-09-30 00:00:00+00:00,Flood,3365; 4145,2,2,official_incident_id,2013
08005,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08007,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,4,official_incident_id,2020
08009,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08011,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08013,incident:2013091201,2013-09-11 00:00:00+00:00,2013-09-30 00:00:00+00:00,Flood,3365; 4145,2,2,official_incident_id,2013
08013,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08014,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08015,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08017,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08019,incident:2013091201,2013-09-11 00:00:00+00:00,2013-09-30 00:00:00+00:00,Flood,3365; 4145,2,2,official_incident_id,2013
08019,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08021,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08023,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08025,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08027,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08029,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08031,incident:2013091201,2013-09-11 00:00:00+00:00,2013-09-30 00:00:00+00:00,Flood,3365; 4145,2,2,official_incident_id,2013
08031,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08033,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08035,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08037,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08039,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08041,incident:2013061201,2013-06-11 00:00:00+00:00,2013-06-21 00:00:00+00:00,Fire,4134; 5027,2,2,official_incident_id,2013
08041,incident:2013091201,2013-09-11 00:00:00+00:00,2013-09-30 00:00:00+00:00,Flood,3365; 4145,2,2,official_incident_id,2013
08041,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08043,incident:2013061202,2013-06-11 00:00:00+00:00,2013-06-16 00:00:00+00:00,Fire,4133; 5028,2,2,official_incident_id,2013
08043,incident:2013091201,2013-09-11 00:00:00+00:00,2013-09-30 00:00:00+00:00,Flood,3365; 4145,2,2,official_incident_id,2013
08043,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08045,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08047,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08049,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08051,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08053,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08055,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08057,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08059,incident:2013091201,2013-09-11 00:00:00+00:00,2013-09-30 00:00:00+00:00,Flood,3365; 4145,2,2,official_incident_id,2013
08059,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08061,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08063,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08065,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08067,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 3460; 3478; 4498; 4525; 4529,6,10,official_incident_id,2020
08069,incident:2013091201,2013-09-11 00:00:00+00:00,2013-09-30 00:00:00+00:00,Flood,3365; 4145,2,2,official_incident_id,2013
08069,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08071,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08073,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08075,incident:2013091201,2013-09-11 00:00:00+00:00,2013-09-30 00:00:00+00:00,Flood,3365; 4145,2,2,official_incident_id,2013
08075,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08077,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08079,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08081,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08083,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 3460; 3478; 4498; 4525; 4529,6,10,official_incident_id,2020
08085,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08087,incident:2013091201,2013-09-11 00:00:00+00:00,2013-09-30 00:00:00+00:00,Flood,3365; 4145,2,2,official_incident_id,2013
08087,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08089,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08091,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08093,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08095,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08097,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08099,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08101,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08103,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08105,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08107,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08109,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08111,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08113,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08115,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08117,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08119,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08121,incident:2013091201,2013-09-11 00:00:00+00:00,2013-09-30 00:00:00+00:00,Flood,3365; 4145,2,2,official_incident_id,2013
08121,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08123,incident:2013091201,2013-09-11 00:00:00+00:00,2013-09-30 00:00:00+00:00,Flood,3365; 4145,2,2,official_incident_id,2013
08123,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
08125,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3436; 4498,2,2,official_incident_id,2020
09000,incident:2011082401,2011-08-26 00:00:00+00:00,2011-09-01 00:00:00+00:00,Hurricane,3331; 4023,2,16,official_incident_id,2011
09000,incident:2011103101,2011-10-29 00:00:00+00:00,2011-10-30 00:00:00+00:00,Severe Storm,3342; 4046,2,15,official_incident_id,2011
09000,incident:2012102505,2012-10-27 00:00:00+00:00,2012-11-08 00:00:00+00:00,Hurricane,3353; 4087,2,16,official_incident_id,2012
09000,incident:2013020801,2013-02-08 00:00:00+00:00,2013-02-11 00:00:00+00:00,Severe Storm,3361; 4106,2,18,official_incident_id,2013
09000,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3439; 4500,2,21,official_incident_id,2020
09000,incident:2020072601,2020-08-04 00:00:00+00:00,2020-08-04 00:00:00+00:00,Hurricane,3535; 4580,2,20,official_incident_id,2020
09000,incident:2024081901,2024-08-18 00:00:00+00:00,2024-08-19 00:00:00+00:00,Severe Storm,3612; 4820,2,6,official_incident_id,2024
10001,incident:2011082201,2011-08-25 00:00:00+00:00,2011-08-31 00:00:00+00:00,Hurricane,3336; 4037,2,2,official_incident_id,2011
10001,incident:2012102505,2012-10-27 00:00:00+00:00,2012-11-08 00:00:00+00:00,Hurricane,3357; 4090,2,2,official_incident_id,2012
10001,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3449; 4526,2,2,official_incident_id,2020
10003,incident:2012102505,2012-10-27 00:00:00+00:00,2012-11-08 00:00:00+00:00,Hurricane,3357; 4090,2,2,official_incident_id,2012
10003,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3449; 4526,2,2,official_incident_id,2020
10005,incident:2011082201,2011-08-25 00:00:00+00:00,2011-08-31 00:00:00+00:00,Hurricane,3336; 4037,2,2,official_incident_id,2011
10005,incident:2012102505,2012-10-27 00:00:00+00:00,2012-11-08 00:00:00+00:00,Hurricane,3357; 4090,2,2,official_incident_id,2012
10005,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3449; 4526,2,2,official_incident_id,2020
11001,incident:2011082201,2011-08-26 00:00:00+00:00,2011-09-01 00:00:00+00:00,Hurricane,3337; 4036,2,2,official_incident_id,2011
11001,incident:2012102505,2012-10-26 00:00:00+00:00,2012-10-31 00:00:00+00:00,Hurricane,3352; 4096,2,2,official_incident_id,2012
11001,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3447; 4502,2,2,official_incident_id,2020
12001,incident:2017083101,2017-09-04 00:00:00+00:00,2017-10-18 00:00:00+00:00,Hurricane,3385; 4337,2,2,official_incident_id,2017
12001,incident:2020030901,2020-01-20 00:00:00+00:00,2023-05-11 00:00:00+00:00,Biological,3432; 4486,2,2,official_incident_id,2020
12001,incident:2022092201,2022-09-23 00:00:00+00:00,2022-11-04 00:00:00+00:00,Hurricane,3584; 4673,2,2,official_incident_id,2022
12001,incident:2022110701,2022-11-07 00:00:00+00:00,2022-11-30 00:00:00+00:00,Hurricane; Tropical Storm,3587; 4680,2,2,official_incident_id,2022
12001,incident:2023082403,2023-08-27 00:00:00+00:00,2023-09-04 00:00:00+00:00,Hurricane; Tropical Storm,3596; 4734,2,2,official_incident_id,2023
12001,incident:2024072801,2024-08-01 00:00:00+00:00,2024-08-27 00:00:00+00:00,Tropical Storm,3605; 4806,2,2,official_incident_id,2024
12001,incident:2024092301,2024-09-23 00:00:00+00:00,2024-10-07 00:00:00+00:00,Hurricane; Tropical Storm,3615; 4828,2,2,official_incident_id,2024
12001,incident:2024100501,2024-10-05 00:00:00+00:00,2024-11-02 00:00:00+00:00,Hurricane,3622; 4834,2,2,official_incident_id,2024
12003,incident:2017083101,2017-09-04 00:00:00+00:00,2017-10-18 00:00:00+00:00,Hurricane,3385; 4337,2,2,official_incident_id,2017
